code,description,orgcode,parent,stage,monitoringcode,source_sheet,id,fieldname,displaylable,fieldtype,fieldorder,ismandatory,datatype,mindatalength,maxdatalength,isvisible,issearchable,isactive,categorycode,fieldcode,categorycodefrom,categorycodeto,fromorg,toorg,orglevel,canclose,dependenton,finalcategory,destination,field_name,display_label,field_type,data_type,is_mandatory,is_visible,is_searchable,is_active,field_order,clean_text
171.0,Issue of Certificates,DPOST,103.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue certificate
172.0,Issue of Dublicate Certificates Application given at office of issue,DPOST,103.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue dublicate certificate application given office issue
173.0,Issue of Dublicate Certificates Application given at other office,DPOST,103.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue dublicate certificate application given office
174.0,Transfer of Certificates Application given at Other Post Office,DPOST,103.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer certificate application given post office
175.0,Transfer of Certificates Application given at Post Office of Registration,DPOST,103.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer certificate application given post office registration
176.0,Others,DPOST,103.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
177.0,Encashment of Certificates at office of issue,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encashment certificate office issue
178.0,Encashment of Certificates at other office,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encashment certificate office
179.0,Issue of Certificates,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue certificate
180.0,Issue of Dublicate Certificates Application given at office of issue,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue dublicate certificate application given office issue
181.0,Issue of Dublicate Certificates Application given at other office,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue dublicate certificate application given office
182.0,Transfer of Certificates Application given at Other Post Office,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer certificate application given post office
183.0,Transfer of Certificates Application given at Post Office of Registration,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer certificate application given post office registration
184.0,Others,DPOST,104.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
185.0,Non-encashement,DPOST,105.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non encashement
186.0,Extension of Validity,DPOST,105.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extension validity
187.0,Non-Availability,DPOST,105.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non availability
188.0,Postal Life Insurance,DPOST,65.0,3.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,postal life insurance
189.0,Rural Postal Life Insurance,DPOST,65.0,3.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rural postal life insurance
190.0,Change of Address,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change address
191.0,Change of Nomination,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change nomination
192.0,Conversion of Policy,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conversion policy
193.0,Delay/ non-receipt of acceptance letter/PR book/Policy bond,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay non receipt acceptance letter book policy bond
194.0,Issue of acceptance passbook,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue acceptance passbook
195.0,Issue of policy bond,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue policy bond
196.0,Loan of policies,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loan policy
197.0,Non-conversion/Delay in conversion,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non conversion delay conversion
198.0,Non-payment/Delay in payment of death claim,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment death claim
199.0,Non-payment/Delay in payment of loan amount,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment loan amount
200.0,Non-payment/Delay in payment of maturity value,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment maturity value
201.0,Non-payment/Delay in payment of surrender value,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment surrender value
202.0,Non-payment/Delay in payment of survival benefits,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment survival benefit
203.0,Non-revival/Delay in revival,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non revival delay revival
204.0,Non-transfer/Delay in transfer,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non transfer delay transfer
205.0,Paid up Value,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paid value
206.0,Revival of Policy,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revival policy
207.0,Settlement of claim on death with nomination,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement claim death nomination
208.0,Settlement of claim on maturity,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement claim maturity
209.0,Others,DPOST,188.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
210.0,Change of Address,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change address
211.0,Change of Nomination,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,change nomination
212.0,Conversion of Policy,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conversion policy
213.0,Delay/ non-receipt of acceptance letter/PR book/Policy bond,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay non receipt acceptance letter book policy bond
214.0,Issue of acceptance passbook,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue acceptance passbook
215.0,Issue of policy bond,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue policy bond
216.0,Loan of policies,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loan policy
217.0,Non-conversion/Delay in conversion,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non conversion delay conversion
218.0,Non-payment/Delay in payment of death claim,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment death claim
219.0,Non-payment/Delay in payment of loan amount,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment loan amount
220.0,Non-payment/Delay in payment of maturity value,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment maturity value
221.0,Non-payment/Delay in payment of surrender value,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment surrender value
222.0,Non-payment/Delay in payment of survival benefits,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment survival benefit
223.0,Non-revival/Delay in revival,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non revival delay revival
224.0,Non-transfer/Delay in transfer,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non transfer delay transfer
225.0,Paid up Value,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paid value
226.0,Revival of Policy,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revival policy
227.0,Settlement of claim on death with nomination,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement claim death nomination
228.0,Settlement of claim on maturity,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement claim maturity
229.0,Others,DPOST,189.0,4.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
230.0,PF/ Gratuity,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratuity
231.0,Compassionate appointment,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compassionate appointment
232.0,Removed/Retrenched employee,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,removed retrenched employee
233.0,GDS matters,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gd matter
234.0,Departmental exams,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,departmental exam
235.0,Recruitment/Exam related issues,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recruitment exam related issue
236.0,Others,DPOST,66.0,3.0,199.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
237.0,Allegation of  corruption,DPOST,67.0,3.0,301.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation corruption
238.0,Misbehavior of staff,DPOST,67.0,3.0,301.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misbehavior staff
239.0,Others,DPOST,67.0,3.0,301.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
240.0,Minorities,DPOST,68.0,3.0,299.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority
241.0,Women,DPOST,68.0,3.0,299.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,woman
242.0,SC/ST/OBC,DPOST,68.0,3.0,299.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obc
243.0,Differently Abled,DPOST,68.0,3.0,299.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,differently abled
244.0,Others,DPOST,68.0,3.0,299.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
245.0,Gaps in service,DPOST,69.0,3.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap service
246.0,Gaps in service,DPOST,70.0,3.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap service
247.0,Policy matters,DPOST,71.0,3.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy matter
248.0,Gaps in service,DPOST,72.0,3.0,506.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gap service
249.0,Increase of Rent,DPOST,73.0,3.0,699.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,increase rent
250.0,Vacation of Building,DPOST,73.0,3.0,699.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vacation building
251.0,Banking,DEABD,,1.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banking
252.0,Bank Locker Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bank locker related
253.0,Deficiency in Customer Service Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deficiency customer service related
254.0,Education Loans Related,DEABD,251.0,2.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education loan related
255.0,Housing Loan Related,DEABD,251.0,2.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,housing loan related
256.0,Non Banking Finance Company (NBFC) other than Housing Finance Companies Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non banking finance company nbfc housing finance company related
257.0,Pradhan Mantri Jan Dhan Yojna (PMJDY) Related,DEABD,251.0,2.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pradhan mantri jan dhan yojna pmjdy related
258.0,Pradhan Mantri Mudra Yojana (PMMY) Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pradhan mantri mudra yojana pmmy related
259.0,Agricultural Matters Related,DEABD,251.0,2.0,705.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agricultural matter related
260.0,Credit/Debit/ATM Cards Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,credit debit atm card related
261.0,Service Charges Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service charge related
262.0,Government sponsored Schemes Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government sponsored scheme related
263.0,Fraud,DEABD,251.0,2.0,303.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fraud
264.0,Mobile Banking,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile banking
265.0,Misappropriation,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misappropriation
266.0,Misbehaviour/Harrassment/Corruption by Bank Staff,DEABD,251.0,2.0,303.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misbehaviour harrassment corruption bank staff
267.0,One Time Settlement of Loan,DEABD,251.0,2.0,706.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one time settlement loan
268.0,Opening of New Branches,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opening new branch
269.0,Pradhan Mantri Jeevan Jyoti Yojna,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pradhan mantri jeevan jyoti yojna
270.0,Pradhan Mantri Jeevan Suraksha Yojana,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pradhan mantri jeevan suraksha yojana
271.0,Recruitment Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recruitment related
272.0,Service Matter Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service matter related
273.0,Pension/Retirement Benefits Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension retirement benefit related
274.0,Stand Up India Related,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stand india related
275.0,Vacation of Premises,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vacation premise
276.0,Miscellaneous/Others,DEABD,251.0,2.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miscellaneous others
277.0,Non-availability of locker,DEABD,252.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non availability locker
278.0,Demand of Fixed Deposit,DEABD,252.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,demand fixed deposit
279.0,Problem in Locker operation,DEABD,252.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,problem locker operation
280.0,Unauthorised break opening of locker,DEABD,252.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unauthorised break opening locker
281.0,Others,DEABD,252.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
282.0,Acceptance of Cash,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acceptance cash
283.0,Issue/Payment of Draft/Banker Cheque,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue payment draft banker cheque
284.0,Delay in Service,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay service
285.0,Non-adherance to timing of opening/closing of Branch,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non adherance timing opening closing branch
286.0,Frequent Failure of Banks server,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frequent failure bank server
287.0,Non-opening/delay in opening of new accounts,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non opening delay opening new account
288.0,Non settlement/delay in settlement of Deceased Account,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non settlement delay settlement deceased account
289.0,Non-transfer/Delay in transfer of accounts from one office to another,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non transfer delay transfer account one office another
290.0,Non-payment/Delay in payment of Fixed/Term Deposit,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment delay payment fixed term deposit
291.0,Others,DEABD,253.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
292.0,Non-sanctioning of Loan,DEABD,254.0,3.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non sanctioning loan
293.0,Delay in sanction of Loan,DEABD,254.0,3.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay sanction loan
294.0,Demand of Collateral Security,DEABD,254.0,3.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,demand collateral security
295.0,Others,DEABD,254.0,3.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
296.0,Short Sanctioning of Loan,DEABD,254.0,3.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,short sanctioning loan
297.0,Non-receipt of Subsidy,DEABD,254.0,3.0,701.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non receipt subsidy
298.0,Related to Banks,DEABD,255.0,3.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,related bank
299.0,Related to Housing Finance Companies,DEABD,255.0,3.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,related housing finance company
300.0,Non-sanctioning of Loan,DEABD,298.0,4.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non sanctioning loan
301.0,Demand of Collateral Security,DEABD,298.0,4.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,demand collateral security
302.0,Short Sanctioning of Loan,DEABD,298.0,4.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,short sanctioning loan
303.0,Non-receipt of Subsidy,DEABD,298.0,4.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non receipt subsidy
304.0,Processing Charges related,DEABD,298.0,4.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing charge related
305.0,Others,DEABD,298.0,4.0,702.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
306.0,Delay/Non-opening of Account,DEABD,257.0,3.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay non opening account
307.0,Delay in Settlement of Death Claim,DEABD,257.0,3.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay settlement death claim
308.0,Levy of Service Charges,DEABD,257.0,3.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levy service charge
309.0,Non-issue of Rupay/ATM card,DEABD,257.0,3.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non issue rupay atm card
310.0,Non-sanctioning of OD Limit,DEABD,257.0,3.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non sanctioning limit
311.0,Others,DEABD,257.0,3.0,704.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
312.0,Delay / Non-sanctioning of Loan,DEABD,258.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay non sanctioning loan
313.0,Demand of Coollateral Security,DEABD,258.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,demand coollateral security
314.0,Others,DEABD,258.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
315.0,Delay/Non-sanctioning of Loan,DEABD,259.0,3.0,705.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay non sanctioning loan
316.0,Waiver of Agricultural Loan,DEABD,259.0,3.0,705.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waiver agricultural loan
317.0,Fasal Bima Yojana Related,DEABD,259.0,3.0,705.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasal bima yojana related
318.0,Others,DEABD,259.0,3.0,705.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
319.0,Delay/Non-reversal of failed transactions,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay non reversal failed transaction
320.0,Non-functioning of ATM,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non functioning atm
321.0,Levy of Service Charges,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levy service charge
322.0,Levy of Penal Interest,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levy penal interest
323.0,Non-issuance of Credit/Debit/ATM cards,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non issuance credit debit atm card
324.0,ATM/Credit Card Frauds,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atm credit card fraud
325.0,Non-issuance of ATM pin,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non issuance atm pin
326.0,Others,DEABD,260.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
327.0,Non-maintenance of Minimum Balance,DEABD,261.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non maintenance minimum balance
328.0,Loan processing Charges,DEABD,261.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loan processing charge
329.0,Annual Maintenance charges on Credit/Debit/ATM cards,DEABD,261.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,annual maintenance charge credit debit atm card
330.0,Others,DEABD,261.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
331.0,Prime Minister Rojgar Yojana,DEABD,262.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prime minister rojgar yojana
332.0,State Government Employment Schemes,DEABD,262.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state government employment scheme
333.0,Prime Minister Awas Yojana,DEABD,262.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prime minister awas yojana
334.0,Others,DEABD,262.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
335.0,Grievance against Bank,DEABD,269.0,3.0,799.0,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievance bank
